Feature ID	Taxon	Confidence
afa7b4107329557b2f69106c3cf03c85	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales	0.8539500818843007
dd8229814f2d127e61ac92c5d275db8b	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.9470386157119685
c0d5395792eadbf5f62e8ffb14fa0262	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria; g__Lardizabala; s__biternata	0.8900036589215395
d6efd2da2728fd74ded268122ee05036	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae	0.9984384251005914
d15bd1dcb9de71d7452648673a59f5b8	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__cryoconitis	0.8934774570769024
67560da40e74ce9425541888438ee095	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__; s__	0.9141172585221448
df71de0e92459aa808364311135bb8fc	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.910061240550406
65d43491988bfe557da4d86a5ba25dae	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__cereus	0.8655293667299118
6fb5dc26c4cc567ca07dbb39a5c3bb26	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.9355541875041824
6fd05e11fe57bb5ba9fd3b0fdd8b80f1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.9724302802464929
4a0b292ba716582f9af46694458c0b9b	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__	0.9997876213375768
d0ec34dbfb350b13b941d51df55d392e	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales	0.7016313256706947
99e433a3ce4d5290445f668df2c9147e	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Escherichia; s__coli	0.8060941917562916
76d1e097f6d29b86080dbcb117c233af	k__Bacteria; p__Cyanobacteria	0.7866235857985979
81b15d80863da26f4a749f39ba1efb98	k__Bacteria	0.9678081537538302
98f442cc93b146fff3f814bc22fdd48f	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria	0.7183807396903947
b297abd6caeb240b5a9c1f39842c5516	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales	0.7337279247217642
6411ec05bccd09510a0e9dab133ec096	k__Bacteria	0.9577667873429399
f398c3431e95f103f87f73defb190ab9	k__Bacteria	0.9573009384141882
f721d83108dd078d9769b367dfa3c1d9	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.9796907880128837
fd3b35179578688ec0f77b52bab1f7eb	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Roseococcus; s__	0.9717884847234443
326fee9660b85833034963ad2d1134eb	k__Bacteria; p__Cyanobacteria	0.7026624130926922
5059586d0bae0529e70b213033b8d554	k__Bacteria	0.9999033145678309
70fc80cbf64bbc0f341284e4c9f14dea	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__	0.9937075957718624
08aee0cf80c9be11a0d0bbf7c96b032f	k__Bacteria	0.9544199354212104
554bbed8f05858f141c51deff2c10d35	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__; s__	0.9087051226888477
7e31e2cd51f3fc22f945ec1946a026ba	k__Bacteria	0.9692385760508416
3562adbb4ba191a54c02d0ff14cc5458	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Roseococcus; s__	0.9820781771125462
f0517e4077d3468f0ceea9b5f1ab55e7	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Roseococcus; s__	0.985877868318413
bcc6da5f621cbdfc1f0c9becbac6cdff	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales	0.9998393917840918
4608fae4bbc9964cdd17af8782f2155e	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.9524639833380729
892a0fc53b26d6a2c193d145b2464da7	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales	0.8489360411219674
8059cc93ba42a3cc1bd6acfdba84b0e1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales	0.7977055154467037
6726d4ba7cbee011e53bd7dd8c770d42	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales	0.9187073437008284
c10442f1117bbfe857fcc8b57429324e	k__Bacteria; p__Proteobacteria	0.9998300492453829
02a021a4a33ccd51f4b020422088397b	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae	0.8152331538574012
3eadc215536a3e93a60a2219f0480cd1	k__Bacteria	0.9680203502271224
956290465e6b3f3c2559cfd56d7a4536	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__	0.9999984777575226
e56bb914617f3fc68b105288f79a2eb4	k__Bacteria; p__Cyanobacteria	0.7753577999861023
72f9e9afcc03ad4daa440ceae7b26211	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales	0.8334510935880699
46edd9a681a1c394007859666f76d477	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Thiotrichaceae; g__Thiothrix; s__	0.8509572891143492
b01cdc53ccf0147bfd6e571cbe2af6b6	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__	0.9170973702736779
9af3467db68cf6063627304cecd46a65	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	0.8443026999961635
bdf8a26094624622d68509a87fa75ba7	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__cereus	0.9421509050911752
9c0de7908dd6ef3d536b42d9e11e0779	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.935795074830293
c66ea192abf62852a6fe2efb6ea77c5a	k__Bacteria	0.9518754487778258
68640b93e2968acf77f0bb3642bd546e	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales	0.9989148967628416
8cbe59730a021b8227b0aa3f7c476d90	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Chlorophyta; f__Trebouxiophyceae; g__; s__	0.902077605784694
7de740fc99d1aac596beb5d090c5bc50	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__cryoconitis	0.998381510413939
a3852e45faea55aab36292494caf4f94	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.958327542270687
f617f0ce888fe9b6b91cb9069b7a11f5	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Dyadobacter; s__	0.9985815405547175
8915288767a4b76f3d5bd0747bdfdd94	k__Bacteria	0.999895642867987
8df2b2e6c1cb64bd18b81d5bae7f0898	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.9478612292733825
09f944acc15518b31e5803e1e4cb4e43	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.9811543336265488
c6d53155dc70f1d525e55de6061d4cea	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__cryoconitis	0.860691158808099
a9164d01308501b576afa06256a15b0f	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__; s__	0.9964004956127763
d3df483cbb13c7f8c70820fb7e1e6230	k__Bacteria	0.999843084726913
9980f5e5eb4480dc328ed75eee5c2efa	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae	0.9720122773145808
b07cf6d39cefdd35f740f792fe1cca19	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__	0.9937351379922649
eb4cbbbe9f237081b5e3a53b4ed8665c	k__Bacteria	0.9553942951430632
ae04dca2a07ec1aa560e836bc399ea57	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.9987313340554796
73852554604dde60b2fd7e0cb3716d5e	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Rickettsiella; s__	0.9999999339764707
29115e7bd8ef43044853d0193cf6f622	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__	0.999983588889508
f37fc1dccfeba0004cbeb4f1ad6083c6	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.990991860691421
06555913cbd4cc7c3161fcd836cfdb51	k__Bacteria	0.9996789694125314
85c1a91936c2296ac3ae67478357d1b7	k__Bacteria; p__Cyanobacteria	0.7216299599131203
c73b4232e9fbf412b245213a34d936a5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales	0.8392499004812641
babd24efe37fc15e6feb4675dec0d0ff	k__Bacteria	0.9035687907000862
637b9b3f4d1cbb1a10c07817619cdf69	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9678330946375355
2766c7f1453e26ae10bd9a03ba7e6ae5	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Chlorophyta; f__Trebouxiophyceae; g__; s__	0.9150614064191631
f47f529a6e481502aa633436fa7875d8	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales	0.9361560836088466
7ff346973a282aa55de296afdb5d74af	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Intrasporangiaceae; g__; s__	0.8941669350556073
6924dccc375d7d6747f0c9af47f1c3c6	k__Bacteria; p__Proteobacteria	0.9752254250380414
0e55339184fe9a032b6098595b39905f	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__cryoconitis	0.7715793434333854
b97de2f023aaf96e2abe2ebaac2b29d2	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Spirosoma; s__	0.9535001792738977
fab36fed8422b57daf15bfeaa047aa5b	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.989228844745221
bd65b53fc9871d4c791dcf42ad6816bb	k__Bacteria; p__Cyanobacteria	0.797723374481106
f8aeec3c1ff0f4e7e1c829e4db0618d9	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9871035362062088
0a165844daf38d8ce2008c94a5b4565e	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__	0.8691686268142131
4b6a9ae64400c8449303fe70888c1067	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__	0.9996780481423944
06f825b512d903b9230e1a55d87359ee	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	0.9996538996620405
77057844175f36fb4482ebf9f357e75c	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales	0.7094582741479901
dc5a2c7caf07be7d553f9adb816b93d7	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__marcusii	0.9869811540578952
3bed507c2cb7458e3bd9b0ee3692fecb	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae; g__; s__	0.9811025490521018
d1a68096bad5aac94e0ceace4432ac57	k__Bacteria	0.9500830032079979
827992b22906f7a8b7f7a87580b21cfa	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__	0.9997077430566588
d0850fa09a74f1ae098a74cbad99df1c	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__faecium	0.709010443697003
71deeec6dcc7df683daa57a71c9a85d6	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales	0.889596801293556
7bc57a55bea0631438d1e4a125275a08	k__Bacteria	0.9640667165174746
56a48d182ce85d6bede502b5d1d48194	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae	0.8322549375120489
7a7eacd5ef1e5440af02c78008d9dc2b	k__Bacteria	0.951139229406106
46b0c7d8dadb5cbb6c70be8be041f767	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__; s__	0.7973876852430458
0920dcf0f62fb2b3ab9e32f1c4edec37	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Pelomonas; s__puraquae	0.7208947999843153
23645510ad62669d564f3a7da8bb5a98	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__	0.9945196189173883
0d20658811c1d615ba21e9aa99bb818f	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae	0.9066399200422016
650d67f7c678bf6b71598b2c514f0315	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales	0.8958089757578404
69a7261dfbf942221779304cb06406fc	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Roseococcus; s__	0.9949884202832804
7a226f6b64f3dab64ef56a7f2be39688	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Roseococcus; s__	0.996983887865522
d0f60e9c99ca8b06529c34a0e7ae244f	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales	0.7627393583374042
b0a41da16f5aac6c22cf64661cc3666c	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__	0.9205866222627664
3ad0b852d3fb3846d9c8e77af4f1099a	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae; g__; s__	0.7461280168420296
d927dc2878663ceb6b97bab621ce7ac0	k__Bacteria	0.9998558864077027
35aebc06c05eae9482cd21de7efefa4c	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae	0.9549474461476367
f5fdef588e8f7804da524a14e70189eb	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales	0.8801306931098967
3b3bcdfb0eb5fc9894e52e1956125025	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Oceanospirillaceae; g__Marinomonas; s__primoryensis	0.9127732885934151
022032f38f6fa898305cd62dcab77332	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Roseococcus; s__	0.8781418594630268
c2a787cf867ebfdce216002bcc8a94e1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__; s__	0.9928158330761522
d594219c7e58b9213a2cfe8f076d557f	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__	0.9998915621409428
a6c72b0648c39c0a467ade92c619a253	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]	0.8829988541585992
cb41a6b391db0fcb3b9759b4d13b2e22	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]	0.7005911152547338
1a3a70b79553d5a0fb9d7de520e15400	k__Bacteria; p__Cyanobacteria	0.8483253457801594
9526ef5451ee6d3ed6e1aaf1c803454f	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__; s__	0.7188905865206562
74f5fbc370a1d9d7de13f029b5e14ecf	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__; s__	0.9133614529561088
10e1437d7e45b437cff26979e001e068	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales	0.9297949524003156
d3530350480a2196e24a004fa0027558	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.9151368292658654
1cda9c511fb9294e8a6ea668218a0461	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.9913061663240905
ff33b8c13fcce3c2872d49c35e7d2d24	k__Bacteria	0.9677032294246344
b439d77cd049f67634ac7275dbe1c245	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__; s__	0.8006040873413902
fb5c440a7178113be9ee607dd7fd1211	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9114248971695246
afbe3c0132401a53e030dc1c9cb7c4a3	k__Bacteria	0.9535537331243548
cb5b907a9f6e1db3055f3de9e1e8d1da	k__Bacteria	0.9596251355960005
b5956402a24a9153484f4249effcec18	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__; s__	0.9921793513957096
5b6abc69640b2f9342656d6bd94055bb	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__	0.999450533586214
1de025ae4c42a092ce0e8a15f323c501	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__; s__	0.7471699563166387
96bb4a7c1ef3f2f458574ab158f010e1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Roseococcus; s__	0.9820602766435337
fe74fd714cefe90175f7aec710750fa5	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales	0.797539111452885
bcba47620c299fd34809f143e3d26dff	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__	0.9409505016527284
453cf07d3e96e304f23fbde7b355fe70	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales	0.9985357038541004
e6f35e978bd7ee5baf1f0e2b955965f6	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales	0.998822857409325
c06ccd1f7d57566ef669942328b1a946	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9114971943266473
b9ce5e80d8046703d204eddcf74b10eb	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__	0.998266521060302
954da8ceb1b0bbb05e2c78f9c53d9467	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__; s__	0.9936648890300906
ad4cba5280fb47cbebea01e7031af61c	k__Bacteria; p__Firmicutes; c__Bacilli	0.9999476554704707
90b0a4254892f39d4c2d1d5556a61a52	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales	0.8615431775276909
969670ccc4c4884f577bdc0b869b4abc	k__Bacteria; p__Proteobacteria	0.9645871797054645
881fb5ce578639cae59db7ce9acb6095	k__Bacteria	0.9977767078048607
312f85fff91f5153e724b94b594e7ccb	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales	0.8306397508631778
09de3dde6c465b74bcb8e6f8a478e4e0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae; g__Rhodococcus; s__	0.9993848613590625
66d2b628187f8fa3b00f5c3628cc161d	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Roseococcus; s__	0.9969291127396688
ff9d93d7b7e46787568f2d241caeaf3b	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__aeruginosa	0.878250463213261
b68b9f9ea5a54a87e3dfdde8397e545b	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Roseococcus; s__	0.9782983011583739
fd496fd32dc8c08ade2e8b6c9d8ee13d	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales	0.8678953797484683
ffb2f9222c5cbda0998313ef69879078	k__Bacteria	0.956748570491
8ec5a731854a48b45ddbc1795b7a8aee	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales	0.8374545788542422
dfd42bc974d222dd5ad90c5cb821ea9f	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae; g__; s__	0.9938088052680962
265d733e91b3fe3cc389d73a1a2cb382	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__; s__	0.7353718817218241
a7da93a9744a7863292bcf97d47b6a10	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Intrasporangiaceae; g__; s__	0.9915774946464859
bc56a7361c9a3b49f1f1c51874321e12	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Arcanobacterium; s__	0.8943125119767199
fb1adbb43b273febc5c4a0e3bc422df9	k__Bacteria	0.9533589077089308
